Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits
EE 0105 01,Feedback-Control Systems,LEC,Khan Usman,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M026 108,Classroom,16,1
EE 0107 01,Communicatns Sys I W/lab,LEC,Vu Mai,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M026 108,Classroom,19,1
EE 0114 1,Physics of Solar Cells,LEC,Vandervelde Thomas E,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M026 108,Classroom,6,1
EE 0117 01,Introduction Microwaves,LEC,Afsar Mohammed Nurul,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M026 108,Classroom,7,1
EE 0121 01,Physiology -Engineers I,LEC,Black III Lauren D.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M028 135,Classroom,2,1
EE 0125 01,Digital Signal Process,LEC,Tracey Brian H.,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M026 111B,Classroom,36,1
EE 0126 01,Computer Enginrg W/lab,LEC,Panetta Karen A,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M026 111B,Classroom,20,1
EE 0128 01,Operating Systems,LEC,Couch Alva,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M003 206,Classroom,14,1
EE 0191 01,Seminar Elec Enginrg,LEC,Vandervelde Thomas E,9/2/14,12/8/14,T,3:00 PM,4:15 PM,M026 102,Conference Room,40,0.5
EE 0193 01,Special Topics,LEC,Stankovic Aleksandar M.,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M026 111B,Classroom,3,0.5
EE 0193 MMD,Special Topics,LEC,Chow Ming Y.,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M026 108,Classroom,3,0.5
EE 0193 WIN,Special Topics,LEC,Chang Chorng Hwa,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M026 111B,Classroom,7,0.5
EE 0194 MSE,Special Topics,LEC,Afsar Mohammed Nurul,9/2/14,12/8/14,TR,7:30 PM,8:45 PM,M026 108,Classroom,9,1
EE 0250 01,Biomedical Engineering,LEC,Xu Qiaobing,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M028 134,Classroom,1,1
ELS 0101 01,Entrepreneurship&bus Pln,LEC,Milde Inge,9/2/14,12/8/14,W,1:20 PM,4:20 PM,R027 2417,Classroom,17,1
ELS 0101 02,Entrepreneurship&bus Pln,LEC,Braun Eric,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M026 111A,Classroom,25,1
ELS 0101 03,Entrepreneurship&bus Pln,LEC,Wiesman Joshua,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M019 012,Classroom,23,1
ELS 0103 01,Entrepreneurial Finance,LEC,Apeseche Frank,9/2/14,12/8/14,T,1:20 PM,4:20 PM,R027 2417,Classroom,26,1
ELS 0103 02,Entrepreneurial Finance,LEC,Amaral Alicia,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M026 111A,Classroom,29,1
ELS 0105 01,Entrepreneurial Mktg,LEC,Derby John,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M024 316,Classroom,34,1
ELS 0105 02,Entrepreneurial Mktg,LEC,Finn Gavin,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M003 313,Classroom,33,1
ELS 0107 01,Entrepreneurial Leadersh,LEC,Stepp Pamela,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M022 152,Classroom,23,1
ELS 0107 02,Entrepreneurial Leadersh,LEC,Marton Peter D,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M002 002,Classroom,19,1
EM 0051 CE,Engineering Management,LEC,Finn Gavin,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M022 153,Classroom,28,1
EM 0052 ACE,Tech & Managerial Comm,LEC,Hirschfeld Amy K,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M006 100A,Classroom,12,1
EM 0052 BCE,Tech & Managerial Comm,LEC,Hirschfeld Amy K,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M003 312,Classroom,6,1
EM 0054 CE,Engineering Leadership,LEC,Sawyer Annette,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M003 206,Classroom,22,1
EM 0231 01,Project Mgmt & Software Method,LEC,Pochampally Kishore,9/2/14,12/8/14,W,6:00 PM,9:00 PM,R027 2417,Classroom,14,0.5
EM 0262 01,Conflict Resolution,LEC,Bamford Mark,9/2/14,12/8/14,R,6:00 PM,9:00 PM,R027 2417,Classroom,9,0.5
ENG 0001 01,Expository Writing,LEC,Christine Anna R.,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M010 209,Classroom,10,1
ENG 0001 01,Expository Writing,LEC,Christine Anna R.,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M010 209,Classroom,10,1
ENG 0001 02,Expository Writing,LEC,Russell Grace M.,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 001,Classroom,9,1
ENG 0001 02,Expository Writing,LEC,Russell Grace M.,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 001,Classroom,9,1
ENG 0001 03,Expository Writing,LEC,Mueller Luke S.,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M038 016,Classroom,10,1
ENG 0001 04,Expository Writing,LEC,Scully Matthew P.,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M010 207,Classroom,10,1
ENG 0001 05,Expository Writing,LEC,Maurissette Fiona,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M017 110,Seminar Room,10,1
ENG 0001 06,Expository Writing,LEC,Dell Aaron C.,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M004 113,Seminar Room,10,1
ENG 0001 07,Expository Writing,LEC,Rizzi James A.,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M004 113,Seminar Room,10,1
ENG 0001 08,Expository Writing,LEC,Ruggeri Alexander F.,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M027 007,Seminar Room,10,1
ENG 0001 09,Expository Writing,LEC,Swafford Jan,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M086 001,Classroom,14,1
ENG 0001 10,Expository Writing,LEC,Payson Christine R.,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M010 209,Classroom,10,1
ENG 0001 11,Expository Writing,LEC,Kamaiopili Kyle R.,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M017 112,Classroom,10,1
ENG 0001 12,Expository Writing,LEC,Mulder James Yukiko,9/2/14,12/8/14,TR,8:05 AM,9:20 AM,M086 220,Classroom,10,1
ENG 0001 13,Expository Writing,LEC,Garrigan Sarah A.,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M010 204,Classroom,10,1
ENG 0001 14,Expository Writing,LEC,Gravitt Bryn J.,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M010 207,Classroom,10,1
ENG 0001 15,Expository Writing,LEC,Derby Shannon B.,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M024 310,Classroom,10,1
ENG 0001 16,Expository Writing,LEC,Jung Seohyon,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M017 110,Seminar Room,10,1
ENG 0001 17,Expository Writing,LEC,Freitas Vivek A.,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M007 225,Classroom,15,1
ENG 0001 18,Expository Writing,LEC,Smith Bradley C.,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M027 007,Seminar Room,10,1
ENG 0001 21,Expository Writing,LEC,Duffy-Comparone Emma,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M004 113,Seminar Room,15,1
ENG 0001 22,Expository Writing,LEC,MacDonald Wanda,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M086 101,Classroom,14,1
ENG 0001 24,Expository Writing,LEC,Love Margaret G.,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 310,Classroom,9,1
ENG 0001 25,Expository Writing,LEC,Pfeffer Jessica R.,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M010 204,Classroom,12,1
ENG 0001 27,Expository Writing,LEC,Berg Dianne E.,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 204,Classroom,10,1
ENG 0001 28,Expository Writing,LEC,Duffy-Comparone Emma,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 123,Seminar Room,14,1
ENG 0001 29,Expository Writing,LEC,Herbert Jean L S,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M017 112,Classroom,14,1
ENG 0001 30,Expository Writing,LEC,Larkin Tanya,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 207,Classroom,14,1
ENG 0001 32,Expository Writing,LEC,Beckman Carl Wc,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 206,Classroom,14,1
ENG 0001 33,Expository Writing,LEC,Stiffler Randall,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M017 110,Seminar Room,14,1
ENG 0001 34,Expository Writing,LEC,Larkin Tanya,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M010 207,Classroom,15,1
ENG 0001 35,Expository Writing,LEC,MacDonald Wanda,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 101,Classroom,14,1
ENG 0001 36,Expository Writing,LEC,Beckman Carl Wc,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M007 113,Classroom,13,1
ENG 0001 37,Expository Writing,LEC,Peterson Dale A,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 218,Classroom,15,1
ENG 0001 38,Expository Writing,LEC,Photopoulos Cornelia C.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 209,Classroom,10,1
ENG 0001 39,Expository Writing,LEC,Evans Eli,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M003 313,Classroom,14,1
ENG 0001 40,Expository Writing,LEC,Wilkinson Carol,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M002 002,Classroom,14,1
ENG 0001 41,Expository Writing,LEC,Talusan Grace,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M024 314,Classroom,15,1
ENG 0001 43,Expository Writing,LEC,Peterson Dale A,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 109,Classroom,14,1
ENG 0001 44,Expository Writing,LEC,Stiffler Randall,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 123,Seminar Room,14,1
ENG 0001 45,Expository Writing,LEC,Stanitzke Ruth Mareike,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 209,Classroom,15,1
ENG 0001 46,Expository Writing,LEC,Evans Eli,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M027 007,Seminar Room,14,1
ENG 0001 47,Expository Writing,LEC,Wilkinson Carol,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M002 006,Classroom,14,1
ENG 0001 48,Expository Writing,LEC,Whalen John W.,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M010 207,Classroom,10,1
ENG 0001 49,Expository Writing,LEC,Hildebrand Molly J.,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M038 301,Seminar Room,14,1
ENG 0001 50,Expository Writing,LEC,Peterson Dale A,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M038 113,Seminar Room,11,1
ENG 0001 51,Expository Writing,LEC,Stanitzke Ruth Mareike,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M010 209,Classroom,14,1
ENG 0001 52,Expository Writing,LEC,Leonard James W.,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M038 113,Seminar Room,10,1
ENG 0002 01,Freshman Writing Seminar,LEC,Valdes Greenwood David L.,9/2/14,12/8/14,MW,8:05 AM,9:20 AM,M024 314,Classroom,12,1
ENG 0002 02,Freshman Writing Seminar,LEC,Swafford Jan,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 310,Classroom,12,1
ENG 0002 02R,Freshman Writing Seminar,RCT,Swafford Jan,9/2/14,12/8/14,U,7:00 PM,10:00 PM,M024 314,Classroom,9,1
ENG 0002 03,Freshman Writing Seminar,LEC,Levine Stephanie,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M027 010,Classroom,13,1
ENG 0002 04,Freshman Writing Seminar,LEC,Levine Stephanie,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M027 010,Classroom,13,1
ENG 0002 05,Freshman Writing Seminar,LEC,Schneider Emma C.,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M017 221,Seminar Room,10,1
ENG 0002 06,Freshman Writing Seminar,LEC,Swafford Jan,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M024 310,Classroom,11,1
ENG 0002 06R,Freshman Writing Seminar,RCT,Swafford Jan,9/2/14,12/8/14,U,7:00 PM,10:00 PM,M024 314,Classroom,6,1
ENG 0002 07,Freshman Writing Seminar,LEC,Leavell Elizabeth,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M007 113,Classroom,12,1
ENG 0002 09,Freshman Writing Seminar,LEC,Van Deventer Allison Crumly,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M022 152,Classroom,13,1
ENG 0002 11,Freshman Writing Seminar,LEC,Van Deventer Allison Crumly,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 204,Classroom,13,1
ENG 0002 12,Freshman Writing Seminar,LEC,Leavell Elizabeth,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M196E 100,Classroom,13,1
ENG 0002 13,Freshman Writing Seminar,LEC,Talusan Grace,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M010 206,Classroom,14,1
ENG 0003 01,ReadingWritingResearch,LEC,Stevens Lynn,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M010 206,Classroom,11,1
ENG 0003 02,ReadingWritingResearch,LEC,Stevens Lynn,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M010 206,Classroom,11,1
ENG 0003 03,ReadingWritingResearch,LEC,Talusan Grace,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M038 113,Seminar Room,4,1
ENG 0005 01,Creative Writing:fiction,LEC,Downing Michael,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M017 110,Seminar Room,12,1
ENG 0005 02,Creative Writing:fiction,LEC,Downing Michael,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M038 301,Seminar Room,12,1
ENG 0005 03,Creative Writing:fiction,LEC,Hershman Marcie F,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M012 163,Seminar Room,9,1
ENG 0005 04,Creative Writing:fiction,LEC,Hershman Marcie F,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M022 152,Classroom,10,1
ENG 0005 05,Creative Writing:fiction,LEC,Hurka Joseph H,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M024 310,Classroom,12,1
ENG 0005 06,Creative Writing:fiction,LEC,Hurka Joseph H,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M038 015,Seminar Room,12,1
ENG 0005 07,Creative Writing:fiction,LEC,Johnston Sibyl,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M027 007,Seminar Room,11,1
ENG 0005 08,Creative Writing:fiction,LEC,Johnston Sibyl,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M086 001,Classroom,12,1
ENG 0005 09,Creative Writing:fiction,LEC,Levinson Nan,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M017 221,Seminar Room,12,1
ENG 0005 10,Creative Writing:fiction,LEC,Weesner Jr Ted,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M038 301,Seminar Room,11,1
ENG 0005 11,Creative Writing:fiction,LEC,Weesner Jr Ted,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M019 013,Classroom,12,1
ENG 0006 01,Creative Writing:poetry,LEC,Kaiser Gibson Rebecca,9/2/14,12/8/14,M,9:00 AM,11:30 AM,M038 301,Seminar Room,9,1
ENG 0006 02,Creative Writing:poetry,LEC,Kaiser Gibson Rebecca,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M038 301,Seminar Room,11,1
ENG 0006 03,Creative Writing:poetry,LEC,Gosztyla Mark,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M038 301,Seminar Room,10,1
ENG 0006 04,Creative Writing:poetry,LEC,Gosztyla Mark,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M038 301,Seminar Room,11,1
ENG 0007 01,Creative Writing:journal,LEC,Miller Neil,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M017 221,Seminar Room,10,1
ENG 0009 01,Writing Fiction:intermed,LEC,Strong Jonathan,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 123,Seminar Room,10,1
ENG 0009 02,Writing Fiction:intermed,LEC,Strong Jonathan,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M017 110,Seminar Room,11,1
ENG 0009 03,Writing Fiction:intermed,LEC,Cantor Alfred Jay,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M010 123,Seminar Room,12,1
ENG 0010 01,Non-Fiction Writing,LEC,Miller Neil,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 209,Classroom,11,1
ENG 0011 01,Intermediate Journalism,LEC,Levinson Nan,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M038 015,Seminar Room,7,1
ENG 0013 01,Writing Fiction:advanced,LEC,Wilson Jonathan,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M038 301,Seminar Room,13,1
ENG 0016 01,Forms Of Poetry,LEC,Reines Ariana,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M017 221,Seminar Room,11,1
ENG 0017 01,The Poem,LEC,Reines Ariana,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M017 110,Seminar Room,14,1
ENG 0021 01,Gen View Of Eng Lit I,LEC,Genster Julia A.,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M010 202,Classroom,5,1
ENG 0023 01,American Lit To 1855,LEC,Wolff Nathan,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M022 152,Classroom,20,1
ENG 0029 01,Literary Studies,LEC,Bamber Linda V,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M038 016,Classroom,5,1
ENG 0045 01,Nonwestern Women Writers,LEC,Roy Modhumita,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M196E 100,Classroom,33,1
ENG 0050 01,Shakespeare I,LEC,Genster Julia A.,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M010 202,Classroom,18,1
ENG 0063 01,Amer Fiction 1900-1950,LEC,Johnson Ronna C,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M024 304,Classroom,28,1
ENG 0077 01,The Modern Mind,LEC,Cantor Alfred Jay,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M004 114,Classroom,28,1
ENG 0081 01,Postmodernism&film,LEC,Edelman Lee C,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 304,Classroom,60,1
ENG 0081 R,Postmodernism&film,RCT,Edelman Lee C,9/2/14,12/8/14,R,6:30 PM,9:00 PM,M024 304,Classroom,39,1
ENG 0091 01,Topics Lit & Culture,LEC,Fyler John M,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M038 015,Seminar Room,4,1
ENG 0091 02,Topics Lit & Culture,LEC,Roy Modhumita,9/2/14,12/8/14,MW,3:00 PM,5:15 PM,M086 012,Classroom,12,1
ENG 0109 01,Ovid&ovidian Tradition,LEC,Fyler John M,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M038 016,Classroom,12,1
ENG 0113 01,Renaissance Drama,LEC,Haber Judith D,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M010 203,Classroom,3,1
ENG 0122 01,Romantic Lit & Cult II,LEC,Robbins John,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M006 100A,Classroom,7,1
ENG 0158 01,Heming Fitz Faulk,LEC,Takayoshi Ichiro,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M038 015,Seminar Room,19,1
ENG 0163 01,SpeakMemory:cntp Memoir,LEC,Bellow Janis Freedman,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M038 113,Seminar Room,14,1
ENG 0164 01,Representing The Jew,LEC,Litvak Joseph D,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 203,Classroom,10,1
ENG 0165 01,Perspectives Amer Poetry,LEC,Bamber Linda V,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M038 113,Seminar Room,13,1
ENG 0177 01,FeminismLitTheory,LEC,Hofkosh Sonia,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M010 203,Classroom,10,1
ENG 0188 01,Slave Revolts and Maroons,LEC,Thomas Greg,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M007 226,Classroom,14,1
ENG 0191 01,Seminar In English,LEC,Takayoshi Ichiro,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M038 015,Seminar Room,15,1
ENG 0191 02,Seminar In English,LEC,Ullman Michael,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M118 103,Seminar Room,12,1
ENG 0191 03,Seminar In English,LEC,Ammons Elizabeth,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 123,Seminar Room,5,1
ENG 0191 04,Seminar In English,LEC,Hofkosh Sonia,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M006 100A,Classroom,8,1
ENG 0191 06,Seminar In English,LEC,Robbins John,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M010 124,Seminar Room,4,1
ENG 0290 01,Proseminar,LEC,Haber Judith D,9/2/14,12/8/14,W,12:00 PM,1:00 PM,M038 301,Seminar Room,4,1
ENG 0291 01,Graduate Seminar,LEC,Edelman Lee C,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M038 113,Seminar Room,14,1
ENG 0291 02,Graduate Seminar,LEC,Haber Judith D,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M038 301,Seminar Room,15,1
ENG 0291 03,Graduate Seminar,LEC,Ammons Elizabeth,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M038 113,Seminar Room,15,1
ENG 0291 04,Graduate Seminar,LEC,Thomas Greg,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M038 113,Seminar Room,11,1
ENP 0053 01,Engineering Psychology,LEC,Brunye Thaddeus T,9/2/14,12/8/14,F,9:00 AM,11:30 AM,M003 208,Classroom,15,1
ENP 0105 01,Assistive Technology,LEC,Buxton Jennifer,9/2/14,12/8/14,T,5:30 PM,8:30 PM,M010 206,Classroom,2,1
ENP 0110 01,Human Factors in Medical Techn,LEC,Wiklund Michael,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M003 112,Classroom,6,1
ENP 0120 01,Project Study/human Sys A,LEC,Aurelio David,9/2/14,12/8/14,W,6:00 PM,7:15 PM,M003 210,Classroom,21,0
ENP 0162 01,Human-Machine Sys Design,LEC,Hannon Daniel,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M003 211,Classroom,27,1
ENP 0215 01,Complex System Interface,LEC,McEwen Timothy,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M003 309,Classroom,2,1
ENV 0007 01,Environmental Biology,LEC,Reed J Michael,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M022 253,Classroom,56,1
ENV 0015 01,Nat Peoples South Amer,LEC,Tirrell Andrew R.,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M027 010,Classroom,10,1
ENV 0025 CE,Environment & Technology,LEC,Desmarais Anne Marie C,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M003 112,Classroom,30,1
ENV 0054 01,Fundamental Epidemiology,LEC,Woodin Mark A,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M003 112,Classroom,2,1
ENV 0091 01,Environ Pres & Improve,LEC,Ellmore George S,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M004 114,Classroom,11,1
ENV 0095 01,Special Topics,LEC,Tirrell Andrew R.,9/2/14,12/8/14,R,12:00 PM,1:15 PM,M019 013,Classroom,3,1
ENV 0107 01,INTRODUCTION TO GEOGRAPHIC INF,LEC,Zimmerman Carl,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M004 113,Seminar Room,0,1
ENV 0167 01,Environmental Toxicology,LEC,Desmarais Anne Marie C,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M003 208,Classroom,3,1
ENV 0195 02,Selected Topics,LEC,Tirrell Andrew R.,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M017 221,Seminar Room,7,1
EOS 0001 01,The Dynamic Earth W/lab,LEC,Gardulski Anne F,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M006 100,Classroom,33,1
EOS 0001 LA,The Dynamic Earth W/lab,LAB,Gardulski Anne F,9/2/14,12/8/14,M,1:20 PM,4:20 PM,M006 006,Class Laboratory,11,1
EOS 0001 LB,The Dynamic Earth W/lab,LAB,Gardulski Anne F,9/2/14,12/8/14,T,1:20 PM,4:20 PM,M006 006,Class Laboratory,12,1
EOS 0001 LE,The Dynamic Earth W/lab,LAB,Gardulski Anne F,9/2/14,12/8/14,F,1:20 PM,4:20 PM,M006 006,Class Laboratory,10,1
EOS 0005 01,Intro To Oceanography,LEC,Kemp Andrew,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M006 100,Classroom,77,1
EOS 0032 01,Geomorphology W/lab,LEC,Ridge John C,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M006 007,Class Laboratory,14,1
EOS 0032 01,Geomorphology W/lab,LEC,Ridge John C,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M006 007,Class Laboratory,14,1
EOS 0032 L,Geomorphology W/lab,LAB,Ridge John C,9/2/14,12/8/14,W,1:20 PM,4:20 PM,M006 007,Class Laboratory,14,1
EOS 0038 01,Paleontology,LEC,Benner Jacob S.,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M006 007,Class Laboratory,5,1
EOS 0038 L,Paleontology,LAB,Benner Jacob S.,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M006 007,Class Laboratory,5,1
EOS 0051 01,Global Climate Change,LEC,Kemp Andrew,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M006 100A,Classroom,12,1
EOS 0100 RC,Disc Grp/do Not Register,LEC,Ridge John C,9/2/14,12/8/14,MTWF,9:00 AM,10:30 AM,M006 100,Classroom,0,1
EOS 0100 RD,Disc Grp/do Not Register,LEC,Ridge John C,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M006 100A,Classroom,0,1
EOS 0100 RE,Disc Grp/do Not Register,LEC,Ridge John C,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M006 100,Classroom,0,1
EOS 0100 RF,Disc Grp/do Not Register,LEC,Ridge John C,9/2/14,12/8/14,F,3:30 PM,4:20 PM,M006 100A,Classroom,0,1
EOS 0131 01,Groundwater,LEC,Garven Grant,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M006 100,Classroom,0,1
EOS 0151 01,Global Climate Change,LEC,Kemp Andrew,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M006 100A,Classroom,0,1
EOS 0191 01,Special Topics,LEC,Gardulski Anne F,9/2/14,12/8/14,,,,TBA TBA-R,(none),1,1
EOS 0287 01,Subsurface Fluid Dynamic,LEC,Garven Grant,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M006 006,Class Laboratory,0,1
ES 0003 ECE,Intro Elec Systems W/lab,LEC,Lasser Ronald,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M019 102,Assembly,196,1
ES 0003 L01,Intro Elec Systems W/lab,LAB,TBD,9/2/14,12/8/14,M,12:30 PM,1:45 PM,M026 225,Class Laboratory,25,1
